userID,itemId
1,1081
1,1256
1,1238
1,1002
1,1105
1,968
1,809
1,1213
1,1114
1,361
2,1591
2,1256
2,987
2,1327
2,99
2,665
2,589
2,9
2,193
2,1436
3,1418
3,1037
3,1553
3,1183
3,579
3,1610
3,1301
3,617
3,9
3,985
4,1214
4,1164
4,1508
4,1253
4,1031
4,1216
4,422
4,1100
4,757
4,1256
5,1125
5,1399
5,1462
5,1556
5,1544
5,935
5,1372
5,1491
5,119
5,1473
6,1145
6,1084
6,1277
6,1151
6,353
6,1089
6,1051
6,930
6,426
6,1471
7,1238
7,732
7,1527
7,1463
7,981
7,1512
7,886
7,799
7,1350
7,766
8,1597
8,1631
8,1294
8,1146
8,705
8,1656
8,135
8,285
8,1304
8,443
9,1213
9,1230
9,1162
9,1393
9,983
9,1242
9,1376
9,726
9,126
9,1578
10,1087
10,1646
10,1077
10,987
10,1125
10,871
10,261
10,912
10,725
10,888
11,854
11,825
11,1072
11,206
11,447
11,1208
11,758
11,853
11,269
11,833
12,1481
12,992
12,1211
12,739
12,1117
12,1257
12,1644
12,578
12,1233
12,1244
13,1397
13,1392
13,935
13,1463
13,1025
13,1372
13,1332
13,1051
13,1253
13,1095
14,1042
14,1229
14,1407
14,535
14,8
14,369
14,391
14,1180
14,1509
14,1469
15,1463
15,1506
15,152
15,1207
15,978
15,199
15,1016
15,101
15,319
15,1231
16,987
16,990
16,1242
16,132
16,1125
16,1037
16,1477
16,1594
16,1664
16,938
17,1508
17,1066
17,1179
17,973
17,1177
17,1186
17,1180
17,1405
17,1456
17,706
18,1455
18,743
18,1252
18,1233
18,1490
18,1144
18,1554
18,1602
18,757
18,1328
19,1553
19,913
19,1126
19,1270
19,600
19,1589
19,594
19,1509
19,432
19,893
20,1292
20,1445
20,1597
20,1125
20,1141
20,1522
20,957
20,999
20,470
20,1631
21,1631
21,1299
21,1597
21,1450
21,1485
21,1589
21,701
21,1290
21,1440
21,124
22,910
22,600
22,1125
22,1053
22,1398
22,1436
22,1594
22,1286
22,1465
22,1294
23,23
23,1360
23,864
23,1197
23,847
23,480
23,319
23,1367
23,1299
23,1029
24,1463
24,663
24,1356
24,661
24,863
24,607
24,1477
24,1511
24,1070
24,1065
25,910
25,1502
25,172
25,777
25,37
25,1032
25,804
25,932
25,586
25,818
26,1497
26,868
26,70
26,511
26,789
26,1123
26,1519
26,1396
26,172
26,1311
27,987
27,1413
27,617
27,1412
27,1148
27,1121
27,119
27,753
27,58
27,1081
28,1319
28,1370
28,1254
28,1380
28,1371
28,1410
28,1646
28,1602
28,1644
28,1395
29,388
29,1643
29,1230
29,1418
29,1631
29,1445
29,1487
29,100
29,1141
29,1142
30,1631
30,1395
30,100
30,1256
30,1380
30,910
30,170
30,1356
30,1202
30,789
31,987
31,1164
31,1531
31,1023
31,1589
31,1442
31,917
31,962
31,263
31,1585
32,626
32,1553
32,1242
32,1134
32,861
32,1256
32,1104
32,487
32,1216
32,433
33,1403
33,75
33,1037
33,548
33,1406
33,1314
33,1260
33,865
33,1413
33,675
34,791
34,1164
34,1406
34,556
34,1431
34,1181
34,811
34,1178
34,1193
34,1126
35,817
35,152
35,1191
35,1444
35,310
35,1226
35,1143
35,28
35,1142
35,533
36,757
36,1164
36,851
36,490
36,1652
36,782
36,353
36,580
36,624
36,395
37,1367
37,1631
37,910
37,987
37,1304
37,1083
37,1164
37,146
37,1075
37,1307
38,1454
38,1141
38,1463
38,1585
38,1448
38,1643
38,366
38,1120
38,819
38,296
39,1131
39,390
39,968
39,1402
39,1077
39,1108
39,601
39,1037
39,1315
39,1652
40,987
40,1124
40,1553
40,1445
40,1145
40,594
40,757
40,1230
40,755
40,514
41,473
41,1038
41,412
41,1511
41,342
41,1023
41,160
41,1088
41,12
41,1523
42,1294
42,1125
42,600
42,1318
42,1216
42,1290
42,1175
42,1238
42,1251
42,1316
43,651
43,1233
43,1454
43,1155
43,1158
43,1497
43,1066
43,600
43,46
43,722
44,1256
44,891
44,1292
44,12
44,1646
44,1644
44,897
44,223
44,1598
44,770
45,1100
45,1592
45,1553
45,594
45,1397
45,530
45,187
45,1358
45,1332
45,1345
46,1031
46,1489
46,913
46,1605
46,1427
46,675
46,1413
46,522
46,193
46,803
47,838
47,910
47,1209
47,1145
47,1445
47,799
47,1553
47,1148
47,1164
47,1088
48,1304
48,1104
48,1508
48,1597
48,1488
48,1481
48,1351
48,1038
48,135
48,1534
49,870
49,158
49,110
49,1397
49,1043
49,1106
49,1597
49,370
49,1333
49,1609
50,1159
50,773
50,893
50,1207
50,782
50,43
50,40
50,1303
50,331
50,1254
51,1255
51,1369
51,1397
51,991
51,1413
51,1396
51,1379
51,1287
51,868
51,1023
52,1631
52,1256
52,1397
52,1314
52,141
52,888
52,1600
52,1233
52,1445
52,132
53,1319
53,1622
53,1257
53,296
53,913
53,1382
53,1534
53,493
53,661
53,1100
54,1591
54,1502
54,172
54,1057
54,1646
54,1449
54,1402
54,537
54,1256
54,37
55,340
55,1292
55,1338
55,1186
55,884
55,543
55,1377
55,1422
55,1560
55,1381
56,1463
56,1125
56,1144
56,1355
56,1450
56,1455
56,1594
56,935
56,897
56,1541
57,1104
57,1512
57,1639
57,1497
57,1164
57,1251
57,172
57,1558
57,1405
57,1573
58,1598
58,1556
58,1534
58,1114
58,987
58,1602
58,1382
58,348
58,253
58,1495
59,1544
59,1144
59,1463
59,870
59,1043
59,1528
59,1644
59,1531
59,1326
59,1415
60,1034
60,670
60,1531
60,942
60,31
60,177
60,832
60,553
60,309
60,1470
61,1608
61,543
61,1213
61,1652
61,1180
61,247
61,1463
61,1662
61,1590
61,1588
62,1372
62,1652
62,1306
62,1307
62,158
62,1541
62,427
62,1038
62,1450
62,1294
63,987
63,868
63,1269
63,649
63,545
63,1424
63,660
63,770
63,601
63,992
64,169
64,980
64,775
64,1491
64,1544
64,1372
64,1287
64,1514
64,1484
64,1043
65,1318
65,1591
65,927
65,1370
65,924
65,1233
65,1508
